sheet,row,row_indent_col,full_name,status,ziel,unit,d_ref,ref_status,ref_ziel
4. Verbrauch,137,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE Elektrotrakt.an NE ges.PVk / Stromverbrauch PVk,,,,,4. Verbrauch!L137,4. Verbrauch!M137
4. Verbrauch,138,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Verbrenn.Trakt.an Endverbr.PVk,97,30.892841576984495,% v.[136] +[142],,4. Verbrauch!L138,4. Verbrauch!M138
4. Verbrauch,139,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Verbrenn.Trakt.an Endverbr.PVk / Nutzungsgrad Verbrenn.Traktion (NG k),25.5,28.407000000000004,%,1.913,4. Verbrauch!L139,4. Verbrauch!M139
4. Verbrauch,140,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil Verbrenn.Trakt.an Endverbr.PVk / Anteil NE Verbrenn.Trakt.an Endverbr.PVk,24.735,8.775729506773986,% v.[136] +[142],,4. Verbrauch!L140,4. Verbrauch!M140
4. Verbrauch,141,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE Verbrenn.Trakt.an NE ges.PVk,91.3573407202216,14.000998217755779,% v.[129] | [130],,4. Verbrauch!L141,4. Verbrauch!M141
4. Verbrauch,142,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE Verbrenn.Trakt.an NE ges.PVk / Kohlenwasserstoff-Verbr.(gasf.) PVk,418005.12197366013,57505.84156230714,GWh/a,,4. Verbrauch!L142,4. Verbrauch!M142
4. Verbrauch,143,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Alternativ zur Verbrennungsmotoren: Brennstoffzellen (FC) -Traktion:,,(Passiv),,1.919,4. Verbrauch!L143,4. Verbrauch!M143
4. Verbrauch,144,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.PVk,,0,% v.[136] +[148],,4. Verbrauch!L144,4. Verbrauch!M144
4. Verbrauch,145,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.PVk / Nutzungsgrad FC-Traktion (NG FC),35,35,%,1.924,4. Verbrauch!L145,4. Verbrauch!M145
4. Verbrauch,146,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil FC-Trakt.an Endverbr.PVk / Anteil NE FC-Trakt.an Endverbr.PVk,,0,% v.[136] +[148],,4. Verbrauch!L146,4. Verbrauch!M146
4. Verbrauch,147,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.PVk,,0,% v.[129] | [130],,4. Verbrauch!L147,4. Verbrauch!M147
4. Verbrauch,148,I,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.PVk / Wasserstoffverbrauch PVk,,0,GWh/a,,4. Verbrauch!L148,4. Verbrauch!M148
4. Verbrauch,149,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau PVk (nach Entwicklung) / Anteil NE FC-Trakt.an NE ges.PVk / Wasserstoffverbrauch PVk,,,,,4. Verbrauch!L149,4. Verbrauch!M149
4. Verbrauch,150,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / davon Güterverkehr u. a. (GVk),32.58167818045524,32.58167818045524,%,,4. Verbrauch!L150,4. Verbrauch!M150
4. Verbrauch,151,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Zieleinfluss Güterverk.-Leistung/Pers.,100,100,%,1.930,4. Verbrauch!L151,4. Verbrauch!M151
4. Verbrauch,152,G,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung),208259.76834669884,208259.76834669884,GWh/a,,4. Verbrauch!L152,4. Verbrauch!M152
4. Verbrauch,153,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Nutzungsgrad Traktionsmix,30.728000804656958,62.14801713814897,%,,4. Verbrauch!L153,4. Verbrauch!M153
4. Verbrauch,154,H,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Nutzenergie (NE) gesamt GVk,63994.06329335034,,GWh/a,,4. Verbrauch!L154,4. Verbrauch!M154
4. Verbrauch,155,,Mobile Anwendungen (MA) / Bedarfsniveau (statisch) / Bedarfsniveau GVk (nach Entwicklung) / Nutzenergie (NE) gesamt GVk,,63994.06329335034,,,4. Verbrauch!L155,4. Verbrauch!M155
